SMILES,Name,MolWeight
O=C(NCc1ccco1)C1CCCN(c2nnc(-n3cccc3)s2)C1,E958-0267,357.13
COc1cc(C2c3c(oc4cc(C)cc(C)c4c3=O)C(=O)N2Cc2ccc(F)cc2)ccc1O,D159-0247,459.15
CCCCC(C(=O)OCC(=O)c1ccc(Br)cc1)N1C(=O)c2ccccc2C1=O,4483-3139,457.05
Cc1c(C(=O)NCCCN2C(C)CCCC2C)sc2nc3n(c(=O)c12)CCCC3,E213-0860,416.22
Cc1oc(-c2cccc(Cl)c2)nc1CSc1nc2cccnc2[nH]1,E643-0105,356.05
CCOc1ccccc1NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,G508-0157,410.1
CCn1cc(C(=O)NC(C)C2CCCO2)c(C)n1,Y508-3887,251.16
COc1cc(C2CC(=O)Oc3c2c(=O)n(C)c2ccccc32)ccc1O,8016-5037,351.11
Cn1c(=O)n(C)c2cc(SC3CCCCC3)c(NS(=O)(=O)c3ccc(Cl)s3)cc21,F432-0069,471.05
CC(C)CCN1C(=O)C2(NCCc3c2[nH]c2ccc(F)cc32)c2ccccc21,Y021-6779,377.19
O=S(=O)(c1ccccc1F)N1CCC(F)(c2nc(Cc3ccccc3)no2)CC1,S942-0458,419.11
O=C(NC1CCCCC1)N1CCC(Oc2cc(N3CCOCC3)ncn2)C1,D762-0593,375.23
Cn1c(=O)c2c(C(=O)NCc3ccc4c(c3)OCO4)cc(=O)n(C)c2n(C)c1=O,F668-0801,398.12
Cc1cc(Nc2ccc(Br)cc2)n2nc(-c3ccco3)nc2n1,G431-0218,369.02
CC1CC(C)CN(CCCNC(=O)C2CCN(c3nnc(N4CCCC4=O)s3)CC2)C1,E017-0226,448.26
Cc1cccc(C2Nc3ccc(C(=O)O)cc3C3C4CCC(C4)C23)c1,D034-0034,333.17
CCn1nccc1C(=O)N1CC(=O)N[C@@H]2C[C@@H](C(=O)NC3CCCCC3)C[C@@H]2C1,SB46-0393,401.24
COc1ccc2ncc(S(=O)(=O)c3ccc(Cl)cc3)c(Sc3ccccc3)c2c1,C200-7302,441.03
CCC1CN(C(=O)Nc2ccc(C)cc2C)c2cc(C)ccc2O1,E216-5248,324.18
CCn1c2ccccc2n2c(SC(C)C(=O)O)nnc12,8016-6362,290.08
CCC1CCC(NS(=O)(=O)c2ccc(F)c(F)c2)CC1,Y205-1085,303.11
O=C(NCc1cscn1)C1CCCN1C(=O)Cn1c(=O)oc2ccccc21,D762-1222,386.1
CCOC(=O)C(Oc1cc2oc(=O)cc(-c3ccccc3)c2cc1Cl)c1ccccc1,Y040-1006,434.09
CCn1ncc(Cn2cc(NC(=O)c3cc(Br)cs3)cn2)c1C,Y503-1610,393.03
Fc1ccccc1CN1CCc2nc(N3CCN(c4ccccc4F)CC3)ncc2C1,G421-1289,421.21
Cn1nc(CCNC(=O)C2CCCCC2)c2c1CCOC2,SA55-0842,291.19
O=c1c2ccccc2nc(-c2ccco2)n1-c1ccc2ccccc2c1,Y512-2537,338.11
CCSc1oc(-c2ccccc2)nc1S(=O)(=O)c1ccc(Cl)cc1,C176-0066,379.01
O=C1NC(c2cccnc2)c2c(-c3cccs3)n[nH]c21,8018-1176,282.06
Cc1ccc2oc(N3CCCN(C(=O)C4CCOC4)CC3)nc2n1,D568-1343,330.17
COc1cc(CNCCSc2nnnn2C)cc(Br)c1OCc1ccccc1,D660-0023,463.07
COc1cc(Cl)c(NS(=O)(=O)c2ccc3c(c2)NC(=O)CCS3)c(OC)c1,E975-1641,428.03
CN1C(=O)C(c2c(-c3ccccc3)[nH]c3c2c(=O)[nH]c(=O)n3C)c2ccccc21,D517-1239,386.14
Cc1ccc(C)c(S(=O)(=O)N2CCN(c3cc(N4CCCC4)nc(C)n3)CC2)c1,D430-1055,415.2
O=C(c1cccn1-c1nnc(N2CCCCC2)s1)N1CCCCCC1,G015-1095,359.18
CCn1nnc2ccc(-c3noc(Cc4ccc(Cl)cc4)n3)cc21,P596-0224,339.09
COCCNC(=O)c1cc2n(n1)CCN(C(=O)c1sccc1C)C2,SB71-0312,348.13
CC(C)n1cnc2nc(CSc3ccc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc3)cc(=O)n21,D439-6638,477.22
COc1ccc(OC)c(-c2n[nH]cc2CN2CCCC2c2cc(C(C)C)no2)c1,J006-2733,396.22
Cn1c(SCc2ccc(Cl)cc2)nc(=O)c2c1NC(=O)CC2c1cc(F)cc(F)c1,D271-0623,447.06
Cc1ccc2nc3c(cc2c1)CCN3S(=O)(=O)c1ccc(C(C)C)cc1,D470-0513,366.14
CSc1nn(CCC(C)C)c2nc3c(c(=O)n12)C(C)(C)Cc1ccccc1-3,D461-0040,382.18
COC(=O)c1c(NC(=O)c2cccs2)sc2c1CCCCC2,Y503-0763,335.06
COc1ccc(C2Cn3cnc(-c4nc(-c5ccc(OC(C)C)cc5)no4)c3CO2)cc1,S358-0378,432.18
Nc1c2c(-c3cccc(F)c3F)nc(NCCc3ccccn3)nc2nn1Cc1ccccc1,V028-5584,457.18
Cc1noc(C2CC3(CCN(S(C)(=O)=O)CC3)CN2CC(=O)NC2CCCCCC2)n1,SD03-0864,453.24
O=C(O)CC(NC(=O)C12CC3CC(CC(C3)C1)C2)c1ccc(Cl)cc1,8015-2862,361.14
CCCC(=O)c1ccc(Oc2nc3c(c(=O)n(C)c(=O)n3C)n2CCC(C)C)cc1,8015-3136,412.21
O=S(=O)(c1ccccc1)c1cnc2ccccc2c1N1CCN(c2ccc(F)cc2)CC1,C769-1130,447.14
CCOC(=O)C1CCN(C(=O)C2CCc3sc(C(=O)N4CCOCC4)cc3C2)CC1,T408-2247,434.19
Cc1cc(N2C(=O)CCS2(=O)=O)cc(C)c1S(=O)(=O)NC1CCCC1,D445-0295,386.1
Cc1ccc2nc(Nc3cccc(C)c3C)c3nncn3c2c1,C735-0215,303.15
CCOCCCNCc1ccc(-c2cc(Cl)ccc2Cl)o1,D665-0191,327.08
CCCN1CCN(c2ncnc3sc(C(=O)N4CCC5(CC4)OCCO5)c(C)c23)CC1,G394-0795,445.21
Cn1c(=O)oc2cc(S(=O)(=O)N3CC(=O)N(Cc4ccccc4)CC(O)C3)ccc21,SA85-1274,431.12
NC1=NC(=O)CC(C(=O)Nc2ccc(Br)cc2)S1,Y021-4462,326.97
COc1cc(NS(=O)(=O)c2c(C)sc(C)c2-c2ccno2)cc(OC)c1,F322-0045,394.07
Cc1n[nH]c2c1C(c1ccccc1)CC(c1ccccc1)=C2,8008-5888,286.15
O=C(CSc1nc2c(sc3ncccc32)c(=O)n1CC1CCCO1)NCCC1=CCCCC1,F396-0692,484.16
Cc1cc(C)cc(NC(=O)N2CCOc3ccc(C)cc32)c1,E216-4852,296.15
Cn1c(-c2ccccc2)c(/C=N/c2sc3c(c2C#N)CCCC3)c2ccccc21,3637-0203,395.15
COc1cccc(Nc2nc(N)nc(CN3CCN(c4ccccc4OC)CC3)n2)c1,Y020-0698,421.22
CCN1CCN(CCNC(=O)c2cc3n(n2)CC(C)(C(=O)NC2CCCCCC2)N(C)C3=O)CC1,E852-0686,487.33
Cn1c(-c2cccc(Br)c2)c(-c2cn3ccccc3n2)c(=O)n(C)c1=O,8020-2598,410.04
CCn1nnc2cc(-c3noc(Cc4ccc(Cl)cc4)n3)ccc21,G944-0234,339.09
CCN1CCN(Cc2c(NC(=O)c3cccs3)sc(C)c2C)CC1,D411-0727,363.14
CCc1nc2sc(C(C)C)nn2c1S(=O)(=O)N1CCN(c2ccccc2)CC1,M810-2886,419.14
Oc1ccc2c(c1)Oc1ncn3nc(-c4ccco4)nc3c1C2c1cccnc1,Y512-9411,383.1
CC(C)CCC(=O)NCCn1nc(C(=O)N2CCOCC2)c2c1CCOC2,SD31-0143,378.23
COc1ccc(-c2cccc(NS(=O)(=O)c3ccc4c(c3)OCCO4)c2)nn1,G619-0227,399.09
c1ccc(Cn2c(COc3ccccc3)nnc2SCc2ccc3nsnc3c2)cc1,8019-4029,445.1
CCCSCCCNC(=O)C1CCN(c2nnc(N3CCCC3=O)s2)CC1,E017-0248,411.18
N#Cc1cc2c(N)c(C(=O)c3ccc(-c4ccccc4)cc3)sc2nc1N,8007-7981,370.09
CC12CN3CCN(CC(C3)/C1=N\NC(=O)Nc1cccc(Cl)c1)C2,4830-0548,347.15
CCCNC(=O)CSc1c(COC)cnc2c1c(=O)n(C)c(=O)n2C,G721-0572,366.14
Cc1ccc(Oc2cc3c(cc2S(=O)(=O)N(C)C)C(=O)Nc2cc(C)ccc2O3)cc1,J030-1427,438.12
O=C1CC(c2ccc3c(c2)OCO3)c2scc(-c3cccc(F)c3)c2N1,J025-1279,367.07
CCCC1CCc2c(sc(NC(=O)c3ccoc3C)c2C(N)=O)C1,Y205-2915,346.14
COc1ccc(CN2CCN(C3CCCC3)CC2)cc1,Y511-3938,274.2
CCn1ccc(C(=O)n2nc(C)c(C34CC5CC(CC(C5)C3)C4)c2C)n1,Y500-2173,352.23
O=C1c2cc(Cl)c(Cl)cc2C(=O)N1c1cccc2cccnc12,Y511-7762,342.0
Cc1ccc(N2C(=O)Nc3ccc(Br)cc3C2(O)C(=O)NC2CCCCC2)cc1C,C109-0827,471.12
CSc1ccc(CNS(=O)(=O)c2c(C)[nH]c(C)c2-c2nnc(C)o2)cc1,M952-0210,392.1
CC(C)Oc1ccc(-c2noc(-c3nnn4c3COC(c3ccc(F)cc3)C4)n2)cc1,S354-0266,421.16
CC1Cc2ccccc2N1S(=O)(=O)c1cccs1,Y206-7127,279.04
COc1ccc2c(c1OC)C(=O)N1c3ccccc3C(=O)N(CCC(=O)Nc3ncc[nH]3)C21,Y044-4747,447.15
c1ccc(CC2CCN(CCCNc3nc4ccccc4n4nnnc34)CC2)cc1,C850-0581,401.23
CC[C@@H](C)[C@H](NC(=O)c1sc(-n2cccc2)nc1C)C(=O)O,Y043-0197,321.11
CCCS(=O)(=O)N1CCCc2ccc(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)cc21,G514-0301,450.16
c1cc(N2CCCCCC2)ncc1-c1noc(CN2CCN(C3CCCCC3)CC2)n1,P166-1598,424.3
CCCCNc1nc(NCC)nc(-n2cnc(SCC(N)=O)n2)n1,D385-0166,351.16
Cc1ccsc1C1N(Cc2ccc(Cl)cc2)CCN1Cc1ccc(Cl)cc1,8012-0974,416.09
O=C(N/N=C/c1ccc2c(c1)OCO2)c1ccc(Br)cc1,2262-2743,346.0
Fc1ccc(C(c2nnc(-c3ccccc3)o2)N2CCN(c3ccc(F)cc3)CC2)cc1,G221-0153,432.18
Cc1nnc2sc(SCc3ccc(Cl)c(Cl)c3)nn2c1=O,G856-3808,357.95
CCn1ncc(Br)c1C(=O)NC(Cn1cccn1)C(C)(C)C,Y500-1516,367.1
O=C(CSc1nc(=O)n(CCN2CCOCC2)c2c1CCC2)Nc1ccc2c(c1)OCCO2,G857-0110,472.18
CC1CCC(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)CC1,Y511-6521,372.19
CCc1cc2c(NCc3ccc4c(c3)OCO4)ncnc2s1,G887-0137,313.09
Cc1occc1-c1nnc(SC(C)C(=O)N2CCc3ccccc32)o1,D386-1031,355.1
c1ccc(OCCn2c(-c3ccccc3)nc3ccccc32)cc1,8013-3479,314.14
Cn1nc(C(=O)N2CCCC2)c2c1CC1(CCN(C(=O)c3cscn3)CC1)OC2,SC73-1286,415.17
CCC(=O)N1c2ccccc2-c2nnc(SC)nc2OC1c1ccccc1C,4896-4845,392.13
CC(C)Cc1nn2cc(-c3ccc(Cl)cc3)nc2s1,D259-0258,291.06
CCOC(=O)c1c(NC(=O)CSc2nc3c(c(=O)[nH]2)CCCC3)sc2c1CCCC2,D467-0052,447.13
O=C1NCCCCCCN(C(=O)Nc2ccc(F)c(Cl)c2)[C@H]2CCCC[C@@H]12,S775-0434,395.18
COc1cccc2c1OCC(NS(=O)(=O)c1ccc(Br)cc1)C2,F581-0100,397.0
CCN1C(=O)c2cc(C(=O)NCc3ccc(C)o3)nn2CC1(C)C(=O)NC1CCCC1,E852-3633,427.22
CCCCc1nc(N)c(C#N)c(-c2ccc(C)cc2)c1CCC,8010-0504,307.2
O=S(=O)(c1cccs1)N1C[C@@H](c2cccnc2)[C@H](c2nc(C3CCCC3)no2)C1,SB56-1125,430.11
COc1ccccc1C1(CCNCc2ccc3c(c2)OCO3)CCOC(C)(C)C1,D442-0097,397.23
CN(CCCNC(=O)C1CCCN(c2nnc(-n3cccc3)s2)C1)C1CCCCC1,E958-0406,430.25
CCCn1nc(C)c2c(C(F)F)cc(-c3cnn(C)c3)nc21,Y504-8052,305.15
CN(C(=O)c1noc2c1COc1ccccc1-2)c1ccc(Br)cc1,E146-0345,384.01
CC1c2cccn2-c2ccccc2CN1C(=O)Nc1ccc(F)cc1F,G118-0897,353.13
CC(C)Oc1ccc(CN2CC(c3nncn3C)C3(CCCCC3)C2)cc1,SC68-0042,368.26
O=C(O)c1ccc2c(c1)sc1nc(-c3ccccc3)cn12,Y700-0208,294.05
O=C1CCS(=O)(=O)N1c1ccc(S(=O)(=O)NCc2ccco2)cc1,D445-0029,370.03
O=c1ccc(-c2cccs2)nn1CN1CCCCCC1,Y041-5755,289.12
CCC(C)Sc1oc(-c2ccccc2)nc1S(=O)(=O)c1ccc(Cl)cc1,C176-0070,407.04
O=C1CCC[C@@H]2CN(Cc3cccc4cccnc34)C[C@@H]2N1,SB66-0776,295.17
Nc1nnnn1Cc1nnc(SCc2c(F)cccc2Cl)n1-c1ccccc1,8019-4743,416.07
CCOC(=O)c1c(C)c(S(=O)(=O)NC2CCCCCCC2)c(C)n1C,F378-0434,370.19
COc1ccc(-c2oc(/N=C/c3cc(Br)ccc3O)c(C#N)c2-c2ccc(OC)cc2)cc1,8008-5140,502.05
CCS(=O)(=O)N1CCCC2(C1)Cn1nnc(CNC(=O)CC(C)C)c1CO2,SD08-0944,399.19
Cc1ccc(Sc2ccc(N3CCN(c4ccc(Cl)cc4)CC3)nn2)cc1,C201-0427,396.12
CCC(C)(C)C1CCc2c(sc3ncn4nc(-c5ccncc5)nc4c23)C1,Y502-3018,377.17
COc1ccc2c(c1)c1nc3ccccc3nc1n2Cc1ccccc1,6927-0992,339.14
Cn1nc(C(=O)N2CCCCC2)c2c1CCN(C(=O)CCC(=O)N1CCC(N3CCCCC3)CC1)C2,L575-0347,498.33
CN(C(=O)Nc1cccc(NC(=O)N(C)C23CC4CC(CC(C4)C2)C3)c1)C12CC3CC(CC(C3)C1)C2,8012-4027,490.33
CCOC(=O)C1CCN(S(=O)(=O)c2ccc3c(c2)NC(=O)CC(C)S3)CC1,G008-1500,412.11
O=C(CCSCCC(=O)N1CCCc2ccccc21)N1CCCc2ccccc21,Y204-0998,408.19
Cc1cc(C)c2c(c1)-c1cc(C)nn1C(c1sccc1C)N2,7210-2198,309.13
O=C(CSc1nc2cc(Cl)ccc2s1)NCC1CCCO1,8012-6140,342.03
O=C(COc1ccccc1F)OCc1cc(=O)n2c3c(sc2n1)CCCC3,G265-0648,388.09
c1cc(N2CCCCC2)ncc1-c1noc(CN2CCN(C3CCCCC3)CC2)n1,P166-1364,410.28
Cc1nn(CCCNC(=O)c2ccc(Br)o2)c(C)c1Br,Y500-3091,402.95
Cn1c(=O)c2cn3c(c2n(C)c1=O)C(c1ccc(Br)cc1)Nc1ccccc1-3,D359-0407,436.05
COc1ccc(CN[C@H]2CS(=O)(=O)C[C@@H]2S(=O)(=O)c2ccc(Cl)cc2)cc1OC,D470-2225,459.06
CCCN1C(=O)c2c(-n3cccc3)c3cc(C)ccc3n2CC1(C)C(=O)NCCC(C)C,E627-0286,434.27
O=S(=O)(c1cccc2cccnc12)N1CCCn2nc(-c3cccs3)cc2C1,P221-1407,410.09
CN1CCN(c2nc(Nc3ccc(SC(F)F)cc3)c3cnn(-c4ccccc4)c3n2)CC1,G932-0578,467.17
CCCC(C(=O)NC1CCCC1)N1Cc2ccccc2C1=O,E612-2303,300.18
Cc1c(C(=O)O)sc2ncn(CC(=O)N3CCOCC3)c(=O)c12,3909-8615,337.07
CCS(=O)(=O)c1nc2ccc(NS(=O)(=O)c3ccc(F)cc3Cl)cc2s1,M071-0006,433.96
COCCCNS(=O)(=O)c1ccc(-c2[nH]ncc2C(=O)N2CCCC2)o1,P898-0067,382.13
Cn1nnnc1SCCCNCc1ccc(OCc2ccccc2)cc1,D272-0505,369.16
Cc1ccc(C)c(C(=O)COC(=O)c2ccc3c(c2)-c2ccccc2C3=O)c1,Y513-0197,370.12
Fc1ccc(-c2cc(-c3ccncc3)nc(Cc3c(Cl)cccc3Cl)n2)cc1,8017-2940,409.05
CCN1CCN(CCNC(=O)c2cc3n(n2)CC(C)(C(=O)NC2CCCCC2)N(C)C3=O)CC1,E852-0449,473.31
Cc1noc(-c2c(C)[nH]c(C)c2S(=O)(=O)Nc2ccccc2Br)n1,M954-0126,410.0
COc1cc(Nc2cnn(C34CC5CC(CC(CC(=O)O)(C5)C3)C4)c(=O)c2Cl)cc(OC)c1OC,C719-0216,503.18
CC(C)CCn1c(/C=C/c2ccco2)nc2ccccc21,8019-3315,280.16
O=c1[nH]c(=S)n(Cc2ccccc2)c2c1CN(C1CCCC1)CN2,8018-9047,342.15
Cc1ccc2c(c1C)-n1cccc1C1(CCN(S(=O)(=O)c3cnn(C(F)F)c3C)CC1)N2,F351-0935,461.17
c1ccc(CC2CCN(c3nc4nonc4nc3Nc3ccc4c(c3)OCO4)CC2)cc1,Y010-1984,430.18
CN1CCN(CCCNC(=O)c2cc(CN3CCOCC3)on2)CC1,G330-0154,351.23
O=c1cc(CSc2ccc(Cl)cc2)nc(Sc2c(O)nc3ccccc3c2-c2ccccc2)[nH]1,8012-7517,503.05
CC(NC(=O)NC1c2ccccc2Oc2ccccc21)c1ccc(Br)cc1,8018-3943,422.06
Cn1c(=O)c2c(nc3n(-c4ccc(O)cc4)c(-c4cccs4)cn23)n(C)c1=O,8019-4375,393.09
CCCCC(=O)Nc1sc2c(c1C#N)CCCCC2,Y203-6847,276.13
COc1ccc(S(=O)(=O)c2cnc3ccc(Cl)cc3c2N2CCCC2)cc1,C769-0891,402.08
CCOC(=O)c1c(C)c(S(=O)(=O)NC2CCCCC2)c(C)n1C,F378-0433,342.16
CCc1cc(N2CCN(c3ccc(C)cc3C)CC2)n2ncnc2n1,C301-8102,336.21
CCCSc1nc2c3c(sc2c2nnc(SCC(=O)c4ccccc4)n12)CC(C)(CC)OC3,8640-0030,498.12
CC1CCN(S(=O)(=O)c2ccc3c(c2)N(CC(=O)NC(C)C)C(=O)CC(C)S3)CC1,G640-1158,453.18
Cc1nn(C)cc1-c1nn(Cc2ccc(F)cc2Cl)c(-c2cn(C)nc2C)c1Cl,Y505-6988,432.1
O=c1ccc(-c2cccs2)nn1CN1CCCCC1,Y043-2866,275.11
CN1CC(=O)N(C)[C@@H]2CN(C(=O)c3c[nH]c4ccccc34)CC[C@@H]2C1=O,SD15-0415,354.17
O=S(=O)(c1ccc(-c2nnc(C3CCCC3)o2)s1)N1CCN(c2ccc(Cl)cc2)CC1,F630-1213,478.09
COc1ccc(-c2nnc3n2N=C(c2ccc(C)c(C)c2)CS3)cc1,G786-0591,350.12
O=C(Nc1ccc(F)cc1F)Nc1c(NC2CCCCC2)c2ccccc2oc1=O,F129-0261,413.16
CCN1CCN(CCCNC(=O)c2c(C)oc3ncn(CC(C)C)c(=O)c23)CC1,E947-0522,403.26
Cc1ccc(S(=O)(=O)c2nc(S(C)(=O)=O)sc2NCCC2=CCCCC2)cc1,D206-1053,440.09
Cc1nn(CCC(=O)NC2C3CC4CC(C3)CC2C4)cc1Br,Y502-9336,365.11
Cc1ccc(Nc2c(-c3ccc4c(c3)OCO4)nc3cnccn23)c(C)c1,D600-0468,358.14
O=C(c1sc2c(Br)ccc(OC(F)F)c2c1Cl)N1CCCC1,Y500-4228,408.94
CCC1CCc2c(sc3ncn4nc(-c5ccc(Cn6nc(C)cc6C)o5)nc4c23)C1,Y502-5808,432.17
COc1ccc(-c2nc(-c3ccc4ncn(C(C)C)c4c3)no2)c(C)c1,P597-0431,348.16
Cc1nnc(SCC(=O)Nc2ccc(Br)cc2F)c2cc3occc3n12,E514-0412,433.98
Cc1ccc2c(c1)NC(=O)c1cc(S(=O)(=O)N3CCOCC3)c(NC3CCCC3)cc1O2,J030-0939,457.17
O=C(O)c1ccccc1/C=N/Nc1ccc2ccccc2n1,Y512-9780,291.1
Cn1c(SCc2ccccc2)nc(=O)c2c1NC(=O)CC2c1ccc(F)cc1F,D271-0649,413.1
O=C(c1ccc(Br)cc1)N1CCc2cc(-c3ccno3)ccc21,P667-0002,368.02
CCN1C(=O)c2ccccc2Sc2ccc(NC(=O)NCC(C)c3ccccc3)cc21,E006-0431,431.17
CC(C)(C)C1CCc2c(sc3nc(CCC(=O)N4CCN(C5CCCCC5)CC4)[nH]c(=O)c23)C1,F145-0696,484.29
CCCCN(CC)S(=O)(=O)c1c(C)cc(C)cc1C,Y030-5763,283.16
CC(NC(=O)c1nn(C)cc1I)C12CC3CC(CC(C3)C1)C2,Y502-2903,413.1
CC(C)(C)c1nnc2sc(COc3ccccc3Cl)nn12,D221-0258,322.07
O=S(=O)(c1ccccc1)N1CCN(Cc2cccc3ccccc23)CC1,Y511-2455,366.14
Cc1nc(=O)c(-c2ccccc2)c(C)n1-c1ccccc1I,Y510-6406,402.02
O=C1CC(c2ccc3c(c2)OCO3)c2cnn(Cc3ccco3)c2N1,8020-6964,337.11
CN(c1ncnc2onc(-c3cccc(Cl)c3)c12)C1CCCCC1,C660-0636,342.12
CCOc1ccc(CN2CCN(Cc3ccc(F)cc3)C2c2ccc(C)cc2)cc1,C483-0927,404.23
N#Cc1c(-c2ccc(Br)cc2)cc(-c2cccs2)nc1SCc1ccccn1,8007-0206,462.98
CCCSc1ncc(Cl)c(C(=O)Nc2sc3c(c2C(=O)OC)CCC3)n1,D054-0491,411.05
Cc1cccc(C)c1-n1nnnc1C1(N2CCOCC2)CCC(C(C)(C)C)CC1,J034-0754,397.28
CC(C)Cn1c(C2CC(=O)N(c3ccccc3)C2)nc2ccccc21,6665-1043,333.18
CN1CCC(N2CCN(C(=O)C3CCCN(S(=O)(=O)c4ccc(-c5ccn[nH]5)o4)C3)CC2)CC1,F825-1754,490.24
CCC1CN(S(=O)(=O)c2cc(-c3noc(C)n3)sc2C)c2cc(Cl)ccc2O1,F318-0305,439.04
Cc1ccc(N2C(=O)c3cc4ccsc4n3CC2(C)C(=O)NC2CCCC2)cc1C,F580-1564,421.18
O=C(Cn1c(=O)sc2ccccc21)Nc1nnc(SCCN2C(=O)c3ccccc3C2=O)s1,7182-3668,497.03
CCS(=O)(=O)NCC(c1cccs1)S(=O)(=O)c1ccc(F)cc1,G857-1648,377.02
COc1cc(C(CC(=O)N2CCCC2)N2Cc3ccccc3C2=O)cc(OC)c1OC,E787-0880,424.2
CCOCCCNc1nc2c(S(=O)(=O)c3c(C)cc(C)cc3C)nnn2c2ccccc12,C718-0473,453.18
Cn1c(=O)c2c(-c3ccccc3)n3c4ccccc4nc(Cc4ccccc4)c3c2n(C)c1=O,6401-0023,446.17
COc1ccc(Br)cc1CN1CCN(Cc2ccc(SC)cc2)CC1,4092-0729,420.09
CCn1nccc1C(=O)N1C[C@@H](NC(=O)C2CCOCC2)C[C@H]1c1nc(C)n[nH]1,SB18-1350,401.22
O=C(Nc1ccc(F)c(Cl)c1)N1CCC(c2n[nH]c3c2COCC3)C1,SD63-0128,364.11
CCCn1nc(SCC(C)C)n2c(=O)c3c(nc12)-c1ccccc1CC3(C)C,D461-0237,396.2
Cc1sc(NC(=O)CCCC(=O)O)c(C(=O)NC2CCCCC2)c1C,Y205-7942,366.16
CCc1c(C)c(C#N)c2nc3ccccc3n2c1NCCOCCO,8015-3832,338.17
COc1cc(NS(=O)(=O)c2ccc(-c3nnc(C(C)C)o3)o2)cc(OC)c1,P657-0406,393.1
Cc1ccc(-c2cc(C(F)F)nc(N3CCCC(C)C3)n2)cc1C,Y505-0579,331.19
CN(C)c1ccc(-c2nc3cnccn3c2Nc2cccc(Cl)c2)cc1,D600-0313,363.13
Cc1onc(C(=O)N2CC(c3nncn3C)C3(CCCCC3)C2)c1Cn1cccn1,SC68-0046,409.22
O=C1C2CN(S(=O)(=O)c3ccc(Cl)s3)CCCN2C(=O)N1c1ccccc1,SD56-0374,425.03
Cc1c(C(=O)NCCC(C)C)sc2ncnc(N3CCN(C)CC3)c12,G394-0141,361.19
O=c1c2ccccc2nc2ccc(N/N=C/c3ccc(F)cc3)nn12,8015-0782,333.1
O=C(CC1OCCn2c1n[nH]c2=O)N1CCc2ccccc2C1,SD18-0035,314.14
COc1cc(C)c(Br)cc1S(=O)(=O)n1ccnc1C(C)C,7938-0017,372.01
Clc1ccc(-n2nnnc2C2(NCc3ccco3)CCCCC2)cc1,J034-1178,357.14
CC1CN(C(=O)Nc2ccc(Br)cc2)c2ccccc2S1,E628-0990,362.01
O=C1c2ccccc2C(=O)N1CCCn1nnc2sc(-c3ccccc3)cc2c1=O,D243-0297,416.09
Cc1nnc(SCc2nc(-c3cccs3)no2)n1-c1ccc(F)cc1,D065-0094,373.05
COc1cc(CN2CCCC2c2cccc(C)c2)ccc1OC(C)C,D399-1302,339.22
CCN(CC)CCNC(=O)c1cnc(N2CCN(CC)CC2)nc1C,G415-3564,348.26
CCc1cc2c3c([nH]c2cc1S(=O)(=O)Nc1ccc2c(c1)OCCO2)CC(C)(C)CC3=O,G261-0961,454.16
CCOC(=O)c1c(NC(=O)c2ccco2)sc2c1CCC(C(C)(C)C)C2,4488-1923,375.15
CCn1nccc1C(=O)NC1CN(S(=O)(=O)CC)CC2(CCCC2)NC1=O,SB39-0479,397.18
CC(C(=O)c1ccccc1)n1c(N2CCOCC2)nc2c1c(=O)n(C)c(=O)n2C,8017-4846,397.18
CCn1c(SC)nc2c(c1=O)C1(CCCC1)Cc1ccccc1-2,4222-0117,326.15
Brc1cnn(Cc2ccc(-c3nc4c5cnn(-c6ccccc6)c5ncn4n3)cc2)c1,Y502-3901,470.06
CCSC1=NC2(CCN(S(=O)(=O)c3cc(OC)ccc3OC)CC2)N=C1c1ccc(Cl)cc1,G022-0356,507.11
Cc1cc(C(=O)N2CC(c3nncn3CC(C)C)C3(CCOCC3)C2)[nH]n1,SC66-0294,372.23
CC1CCCC(NC(=O)C2(O)c3ccccc3NC(=O)N2c2ccc(Cl)cc2)C1C,C109-0187,427.17
Cc1nn2c(CNS(=O)(=O)c3ccc(F)cc3F)c(C)nc2s1,P169-1392,358.04
Cc1cc(C)cc(OCC(O)Cn2c(C3CC(=O)N(C(C)(C)C)C3)nc3ccccc32)c1,D510-1240,435.25
N#Cc1nc(/C=C/c2cccs2)oc1N1CCN(C(=O)c2cccs2)CC1,D465-0448,396.07
CCC(C)Nc1nc2c(S(=O)(=O)c3ccc(C(C)C)cc3)nnn2c2ccccc12,C718-0253,423.17
Fc1ccc(-c2ccc(CNCCN3CCOCC3)o2)cc1,D665-0158,304.16
Cn1ccc2cc(NC(=O)CCN3C(=O)c4ccccc4N4C(=O)c5ccccc5C34)ccc21,Y043-6071,450.17
CCC(=O)N1CCC[C@H]1Cn1cc(C(=O)NCCOC)nn1,SB20-1357,309.18
O=c1c2sc3ncccc3c2nc(SCc2ccc(F)cc2)n1Cc1ccc2c(c1)OCO2,F399-0327,477.06
COc1ccc(C(=O)COC(=O)C(C(C)C)N2C(=O)C3C(C2=O)C2(Br)c4ccccc4C3(Br)c3ccccc32)cc1,8009-0170,679.02
CC1(C)CC(Nc2ncnc3scc(-c4ccccc4)c23)CC(C)(C)N1,D341-0339,366.19
